question,answer,answerKey
"Bir Yer Bilimi sınıfı bir ormana saha gezisi planlamaktadır. Saha gezisinde her öğrenci hangi malzemeleri taşımalıdır?
Şıklar:
A. yangın söndürücü
B. ilk yardim çantasi
C. şişelenmiş su
D. iyot tabletleri",şişelenmiş su,C
"Suya özgü olan bir özellik de şudur:
Şıklar:
A. Düşük özgül ısıya sahiptir.
B. Sıvıdan katıya dönüştürülebilir.
C. Çok az maddeyi çözer.
D. Dünya'da doğal olarak üç halde bulunur.",Dünya'da doğal olarak üç halde bulunur.,D
"Bir dağda fosilleşmiş bir deniz kabuğu bulunur. Bu deniz kabuğu dağın bir zamanlar ___ olduğunu gösterir.
Şıklar:
A. çok daha sıcak
B. çok daha soğuk
C. deniz seviyesinin üstünde
D. su ile kaplı",su ile kaplı,D
"Sean odanın soğuduğunu hissetti. Vücudu hayatta kalmasını sağlamak için uyum sağladı. Sean vücudunun doğru şekilde çalışmaya devam etmesini sağlayan hangi tepkiyi verdi?
Şıklar:
A. ısı üretimini artıran hücresel solunumda bir artış
B. iç ısı seviyelerini düşürmek için ciltten terleme
C. daha fazla ısı elde etmek için ciltteki kılcal damarların açılması
D. hücrelerden gelen ısıyı azaltan metabolizmada bir artış",ısı üretimini artıran hücresel solunumda bir artış,A
"Her ikisi de patenli olan 60 kg'lık bir adam ve 25 kg'lık bir çocuk ellerini kullanarak birbirlerini itiyor. Aşağıdakilerden hangisi iki kişinin hareketini tanımlar?
Şıklar:
A. Adam çocuktan daha uzağa ve daha hızlı hareket eder.
B. Çocuk adamdan daha uzağa ve daha hızlı hareket eder.
C. Adam daha uzağa gider ama çocukla aynı hızdadır.
D. Çocuk daha hızlı ama adamla aynı mesafede hareket eder.",Çocuk adamdan daha uzağa ve daha hızlı hareket eder.,B
"Periyodik tabloda hangi grup en az reaktif olan elementleri içerir?
Şıklar:
A. Grup 1 (1A)
B. Grup 3 (3B)
C. Grup 16 (6A)
D. Grup 18 (8A)",Grup 18 (8A),D
"Aşağıdaki değişikliklerden hangisi Dünya'nın tektonik aktivitesini sona erdirir?
Şıklar:
A. Dünya'nın kabuğu daha soğuk bir katı haline gelir.
B. Dünya'nın mantosu daha sıcak bir yarı sıvı haline gelir.
C. Dünya'nın mantosu daha soğuk ve katı hale gelir.
D. Dünya'nın dış çekirdeği ısınır.",Dünya'nın mantosu daha soğuk ve katı hale gelir.,C
"Kış ve yaz sıcaklıkları normalin altında ve yağış oranları normalin üzerinde olduğunda büyük olasılıkla ne olur?
Şıklar:
A. Eriyen su azalır ve buzulun boyutu küçülür.
B. Eriyen su azalır ve buzulun boyutu artar.
C. Eriyen su artar ve buzulun boyutu küçülür.
D. Eriyen su artar ve buzulun boyutu büyür.",Eriyen su azalır ve buzulun boyutu artar.,B
"Kıtaların kaymasının, depremlerin ve volkanik patlamaların birincil nedeni
Şıklar:
A. Dünya'nın kabuğunun altındaki konveksiyon akımlarıdır.
B. Dünya'nın kendi ekseni etrafında dönmesidir.
C. Dünya'nın kabuğunun kademeli olarak batmasıdır.
D. Güneş'ten gelen ısı Dünya'yı ısıtıyor olmasıdır.",Dünya'nın kabuğunun altındaki konveksiyon akımlarıdır.,A
"Hangi aktivite iyi bir sağlık alışkanlığına örnektir?
Şıklar:
A. kasksız bisiklete binmek
B. sigara içmek
C. güneşteyken şapka takmak
D. kirli ellerle yemek yemek",güneşteyken şapka takmak,C
"Aşağıdakilerden hangisi Dünya dışındaki gezegenlerin yörüngesinde dolanırken bilgi toplamak için tasarlanmış pilotsuz bir uzay aracıdır?
Şıklar:
A. uzay sondası
B. uzay mekiği
C. uzay istasyonu
D. uzay teleskopu",uzay sondası,A
"Bir öğrenci, odadaki havayla dolu, hava geçirmez, şeffaf bir kaba canlı yeşil bir bitki yerleştirdi. Kap bir hafta boyunca güneş ışığına maruz bırakıldı. Haftanın sonunda öğrencinin hangi gazların konsantrasyonunun arttığını belirlemesi gerekiyordu. Bitkinin düzgün büyümesi için yeterli miktarda su ve karbondioksit bulunduğunu varsayarsak, hangi gazın konsantrasyonunun artmış olmasını beklersiniz?
Şıklar:
A. C
B. NO_{2}
C. O_{2}
D. CO",O_{2},C
"İki atomun bakır (Cu) atomu olup olmadığını belirlemek için, her biri için aynı olması gereken nedir?
Şıklar:
A. değerlik elektronlarının sayısı
B. proton sayısı
C. atomun yükü
D. atomun büyüklüğü",proton sayısı,B
"Evrendeki tüm maddelerin ölçülebilir özellikleri vardır. Doğru koşullar altında, bir madde örneğinin hangi özelliği sıfıra eşit olabilir?
Şıklar:
A. kütlesi
B. onun ağırlığı
C. yoğunluğu
D. hacmi",onun ağırlığı,B
"Aşağıdaki faaliyetlerden hangisi bilimsel sorgulamadan çıkarılmalıdır?
Şıklar:
A. Beklenen sonuçlara uyması için verilerin değiştirilmesi
B. soruşturmaların tasarlanması ve yürütülmesi
C. detaylı hipotezlerin formüle edilmesi
D. sonuçların başkalarına iletilmesi",Beklenen sonuçlara uyması için verilerin değiştirilmesi,A
"Kuzeye doğru hareket eden sıcak ve nemli bir hava kütlesi güneye doğru hareket eden güçlü bir soğuk hava kütlesiyle çarpıştığında, büyük olasılıkla hangi gözlemler yapılacaktır?
Şıklar:
A. Yoğun sis oluşması.
B. Sıcaklıklar artması
C. Bulutların oluşmaya başlaması.
D. Rüzgarın kesilmesi.",Bulutların oluşmaya başlaması.,C
"Hangi araştırma en uzun gözlem süresini gerektirir?
Şıklar:
A. tavuk yumurtası kuluçkası
B. boyanın daha açık bir renge dönüşmesi
C. ağaçta olgunlaşan elmalar
D. ayrışarak çakıl haline gelen kayalar",ayrışarak çakıl haline gelen kayalar,D
"Bir yılda dört mevsim yaşanır. Dünya'da mevsimlerin değişmesinden en çok hangi sebep sorumludur?
Şıklar:
A. Dünya'nın kendi ekseni üzerinde eğilme şekli
B. Dünya'nın kendi ekseni etrafında dönme şekli
C. Dünya ile Güneş arasındaki mesafenin değişmesi
D. Güneş'in ürettiği enerji miktarındaki değişiklikler",Dünya'nın kendi ekseni üzerinde eğilme şekli,A
"Anna 100 metreyi 20 saniyede koştu. Ortalama hızı ne kadardı?
Şıklar:
A. 2 m/s
B. 5 m/s
C. 20 m/s
D. 25 m/s",5 m/s,B
"John bir kamyonu saatte 80 kilometre hızla bir saat boyunca sürdü. Bir sonraki saat, saatte 100 kilometre hızla sürdü. Bu iki saat boyunca ortalama hızı ne kadardı?
Şıklar:
A. Saatte 80 kilometre
B. Saatte 90 kilometre
C. Saatte 100 kilometre
D. Saatte 180 kilometre",Saatte 90 kilometre,B
"Bir buzulun vadi oluşturmasına en çok benzeyen hangisidir?
Şıklar:
A. Bir buldozer toprak yığınını itiyor.
B. Bir ayakkabı toprakta ayak izi bırakır.
C. Bir ağaç kökü bir kayayı ikiye böler.
D. Matkap tahtada bir delik açar.",Bir buldozer toprak yığınını itiyor.,A
"Öğrenciler aşağıdaki tarifi kullanarak limonata yapmışlardır: 100 gram limon suyu 100 gram şeker 1.000 gram su Öğrenciler limon suyu, şeker ve suyu bir kapta birleştirdiler. Tüm şeker eriyene kadar limonatayı karıştırdılar. Limonatayı plastik bir tepsiye döktüler ve tepsiyi dondurucuya koydular. Ertesi gün öğrenciler tepsiyi dondurucudan çıkardılar ve limonatanın katı olduğunu gözlemlediler. Hangi ifade limonatanın neden katı hale geldiğini en iyi açıklar?
Şıklar:
A. Limonata 100°C'ye kadar soğutulmuştur.
B. Limonata 100°C'ye kadar ısıtılmıştır.
C. Limonata 0°C'nin altına soğutulmuştur.
D. Limonata 0°C'nin üzerinde ısıtılmıştır.",Limonata 0°C'nin altına soğutulmuştur.,C
"Öğrencilerin bir geri dönüşüm projesi için atacakları ilk adım büyük olasılıkla nedir?
Şıklar:
A. malzemeleri şenlik ateşinde yakmak
B. malzemeleri düzenli depolama sahasına götürmek
C. malzemeleri bir çöp kutusuna atmak
D. malzemeleri plastiklere, kağıtlara ve teneke kutulara göre ayırmak","malzemeleri plastiklere, kağıtlara ve teneke kutulara göre ayırmak",D
"Bilim insanları hayvanların doğal ortamlarındaki etkileşimlerini incelerken büyük olasılıkla aşağıdakilerden hangisini yaparlar?
Şıklar:
A. ağaç türlerinden örnekler toplamak
B. davranışları gözlemlemek ve kaydetmek
C. bir laboratuvarda deneyler yapmak
D. ortamı değiştirin ve tepkileri gözlemlemek",davranışları gözlemlemek ve kaydetmek,B
"Aşağıdakilerden hangisi besinleri bir taşıma sisteminden almalıdır?
Şıklar:
A. amip
B. öglena
C. deri hücresi
D. bakteri hücresi",deri hücresi,C
"Ağır bir kutunun halı kaplı bir zemin üzerinde sabit hızda kaymasını sağlamak için, bir kişinin kutuya sürekli olarak bir kuvvet uygulaması gerekir. Bu kuvvet öncelikle aşağıdaki kuvvetlerden hangisinin üstesinden gelmek için kullanılır?
Şıklar:
A. Hava direnci
B. Kutunun ağırlığı
C. Zeminin kutu üzerine uyguladığı sürtünme kuvveti
D. Dünya'nın kutu üzerine uyguladığı çekim kuvveti",Zeminin kutu üzerine uyguladığı sürtünme kuvveti,C
"Ay ile yüzeyinde duran bir astronot arasındaki yerçekimi miktarı, astronotun Ay'ın merkezine olan uzaklığına ve astronotun ___ bağlıdır
Şıklar:
A. Yüksekliğine.
B. Kütlesine.
C. Şekline.
D. Ağırlığına",Kütlesine.,B
"Hangisi ses üretmek için bir devrede akan elektriğe bir örnektir?
Şıklar:
A. kapı zilini çaldırmak için bir düğmeye basmak
B. bir kapıyı açmak için paspasın üzerine basmak
C. bir ışığı yakmak için düğmeyi çevirmek
D. elektrikli battaniyeyi açmak için bir kolu kaydırmak",kapı zilini çaldırmak için bir düğmeye basmak,A
"Bir gece yırtıcısı türünün vahşi doğada hayatta kalabilmek için zaman içinde hangi özellikleri geliştirmesi muhtemeldir?
Şıklar:
A. küçük bir boyut
B. düz, gıcırdayan dişler
C. keskin görüş ve işitme
D. hava değişikliklerine karşı direnç",keskin görüş ve işitme,C
"Sahildeki bir kasabaya kıyasla çölde yer alan bir kasabada neden sabah erken saatlerde sis görülmez?
Şıklar:
A. Çölde daha az yağış vardır.
B. Sıcaklıklar çölde daha fazla değişiklik gösterir.
C. Çöl havasında daha az su buharı vardır.
D. Çölde daha az bitki vardır.",Çöl havasında daha az su buharı vardır.,C
"Çoğu çiftçi mısır tarlalarında gübre kullanır. Hangi ifade çiftçilerin neden fazla miktarda gübre kullanmaması gerektiğini en iyi şekilde açıklar?
Şıklar:
A. Gübreler akarsulara karışabilir.
B. Gübreler yabani otlar tarafından kullanılabilir.
C. Gübreler buharlaşarak havaya karışabilir.
D. Gübreler doğal malzemelerden elde edilebilir.",Gübreler akarsulara karışabilir.,A
"Hangisi hava durumu ile ilgili bir ifadedir?
Şıklar:
A. Yıllık ortalama yağış miktarı 51 cm'dir.
B. İlkbaharda ortalama yüksek sıcaklık 22°C'dir.
C. Pazartesi günü ortalama sıcaklık 17°C idi.
D. Yılda ortalama güneşli gün sayısı 285'tir.",Pazartesi günü ortalama sıcaklık 17°C idi.,C
"Bir alışveriş arabasını itmek için kullanılan kuvvet artarsa, arabanın ivmesi
Şıklar:
A. azalır
B. artar
C. aynı kalır",artar,2
"Hangisi büyük olasılıkla alçak basınçlı bir hava sisteminden kaynaklanır?
Şıklar:
A. ılık sıcaklıklar
B. bulutlu koşullar
C. net koşullar
D. serin sıcaklıklar",bulutlu koşullar,B
"Bir öğrenci ışığın farklı yüzeylere çarptığında nasıl davrandığını araştırıyor. Elinde buzlu bir pencere camı bölmesi, şeffaf bir pencere camı bölmesi, bir ayna ve bir karton parçası var. Bu nesnelerden hangisi en fazla ışık saçar?
Şıklar:
A. ayna, çünkü yansıtıcıdır
B. karton parçası, çünkü opaktır
C. şeffaf pencere camı, çünkü şeffaftır
D. buzlu pencere camı, çünkü yarı saydamdır","buzlu pencere camı, çünkü yarı saydamdır",D
"Bir öğrenci bir araştırma yürütmüş ve sonuçların hipotezi desteklediğini bulmuştur. Sonuçların güvenilir olduğundan emin olmak için öğrenci 
Şıklar:
A. bir grafik yapmalıdır.
B. bir rapor yazmalıdır.
C. farklı bir prosedür kullanmalıdır.
D. aynı prosedürü tekrarlamalıdır.",aynı prosedürü tekrarlamalıdır.,D
"Dengeli bir kimyasal denklem Kütlenin Korunumu Yasasını nasıl karşılar?
Şıklar:
A. Bir kimyasal reaksiyon sırasında toplam madde miktarı aynı kalır.
B. Bir kimyasal reaksiyon sırasında madde yok olur.
C. Bir kimyasal reaksiyon sırasında bir veya daha fazla yeni madde oluşur.
D. Bir kimyasal reaksiyon sırasında toplam atom sayısı artar.",Bir kimyasal reaksiyon sırasında toplam madde miktarı aynı kalır.,A
"Çiftçiler topraktaki besin maddelerini iyileştirmek için yıldan yıla tarlalarda farklı ürünleri rotasyona tabi tutarlar. Ürün rotasyonu neden aynı zamanda etkili bir haşere yönetimi yöntemidir?
Şıklar:
A. Kimyasalların daha fazla haşereyi öldürmesini sağlar.
B. Zararlılara karşı dirençli mahsuller yaratır.
C. Haşerelerin yaşam döngülerini kesintiye uğratır.
D. Haşerelerin aşırı çoğalmasına izin verir.",Haşerelerin yaşam döngülerini kesintiye uğratır.,C
"Şiddetli yağmurlardan kaynaklanan besin yüklü sular Meksika Körfezi'ne akar. Bu da okyanus ortamında bir alg patlamasına yol açar. Algler çürürken kıyı şeridi boyunca büyük miktarda oksijen tüketir. Sonuç olarak bölgede büyük olasılıkla ne olur?
Şıklar:
A. Azot sudaki oksijenin yerini alır.
B. Suyun sıcaklığı artar.
C. Dalga hareketi ölü yosunları sürükleyip götürür.
D. Dipte yaşayanlar ölür ve balıklar yüzerek uzaklaşır.",Dipte yaşayanlar ölür ve balıklar yüzerek uzaklaşır.,D
"Steller deniz aslanı nüfusu Alaska'nın bazı bölgelerinde azalmaktadır. Yeni kanıtlar, Steller deniz aslanlarının hayatta kalabilmek için ringa balığına ihtiyaç duyduklarını göstermektedir. Başka bir balık türü olan Pollock da ringa balığı ile beslenir. Hangisi büyük olasılıkla Steller deniz aslanı nüfusunun artmasına yardımcı olur?
Şıklar:
A. pollock sayısının artırılması
B. deniz aslanlarinin beslenme düzeninin değiştirilmesi
C. ringa balığı yaşam alanlarının iyileştirilmesi
D. deniz aslanlarının yerinin değiştirilmesi",ringa balığı yaşam alanlarının iyileştirilmesi,C
"Dinozorların neslinin nasıl tükendiğine dair çeşitli teoriler mevcuttur. Dinozorların yok oluşuyla ilgili belirli bir teoriye karşı çıkan yeni kanıtlar bulunursa, eski teoriye ne olur?
Şıklar:
A. Yenisiyle değiştirilir.
B. Modifiye edilir.
C. Kanun haline gelir.
D. Şüpheli hale gelir.",Modifiye edilir.,B
"Bir kaya tabakasında birbirine çok yakın bir balık fosili ile karada yaşayan bir dinozor fosili bulunmuştur. Bunun en olası açıklaması nedir?
Şıklar:
A. Balık da dinozor da bir kıyı şeridinin yakınında yaşıyordu.
B. Balık muazzam bir dalga tarafından çok içerilere taşındı.
C. Balık ve dinozor çok farklı zamanlarda fosilleşmişlerdir.
D. Dinozor öldüğünde bir kıtadan diğerine yüzüyordu.",Balık da dinozor da bir kıyı şeridinin yakınında yaşıyordu.,A
"Çiftliklerden akan sularla okyanusa karışan gübreler, ___ artmasına neden olabilir.
Şıklar:
A. sağanak yağışın
B. hayvan popülasyonlarının
C. alglerin üremesinin
D. okyanus suyunun buharlaşmasının",alglerin üremesinin,C
"Bir öğrenci, bir bitkinin farklı zamanlarda farklı oranlarda büyüdüğünü gözlemler. Öğrenci, bu değişikliklerin bitkinin aldığı ışık miktarındaki değişikliklerden kaynaklanması gerektiğini belirtiyor. Öğrencinin ifadesinin hangi açıklaması en doğrudur?
Şıklar:
A. Bu bir görüştür, gerçek değildir.
B. Doğrudur çünkü gözleme dayanmaktadır.
C. Bu, kanıtlar için birkaç olası açıklamadan biridir.
D. Geçersizdir çünkü bilimsel bir yönteme dayanmamaktadır.","Bu, kanıtlar için birkaç olası açıklamadan biridir.",C
"Bilimsel araştırmanın doğru olup olmadığını değerlendirirken, aşağıdakilerden hangisi dışında hepsi önemlidir?
Şıklar:
A. Araştırma çalışması bulguları için diğer destekler.
B. Araştırma çalışmasının tasarlanma şekli.
C. Araştırma çalışmasının yapılma zamanı.
D. Yazarın araştırma çalışması hakkında nasıl hissettiği.",Yazarın araştırma çalışması hakkında nasıl hissettiği.,D
"Aşağıdaki ifadelerden hangisi Dünya'nın alt mantosunun neden üst mantodan çok daha sert ve yoğun olduğunu en iyi şekilde açıklar?
Şıklar:
A. Alt manto, üst mantodan daha yaşlıdır.
B. Alt manto, üst mantodan daha soğuktur.
C. Alt manto, üst mantoya göre daha fazla basınç altındadır.
D. Alt manto, çekirdekten üst mantoya göre daha uzaktır.","Alt manto, üst mantoya göre daha fazla basınç altındadır.",C
"Balıklar yüzdükleri suda bulunan oksijeni solurlar. Balıkların soluduğu oksijeni en iyi hangisi tanımlar?
Şıklar:
A. Oksijen, suyu çözen bir çözeltidir.
B. Oksijen, suyu çözen bir maddedir.
C. Oksijen, suda çözünmüş halde bulunan bir çözünen maddedir.
D. Oksijen suda çözünmüş bir çözücüdür.","Oksijen, suda çözünmüş halde bulunan bir çözünen maddedir.",C
"Su hangi madde halinde belirli bir şekle ve hacme sahiptir?
Şıklar:
A. gaz
B. sıvı
C. katı",katı,C
"Yağmur ormanlarının yok edilmesi süreci ekosistemleri küresel ölçekte etkilemektedir. Yaban hayatı, insanlar ve iklim etkilenebilir. Ormansızlaşmanın uzun vadeli etkilerinden biri de şudur
Şıklar:
A. organizmaların nesli tükenebilir.
B. biyolojik çeşitlilik artmaya devam edebilir.
C. ilaç olarak kullanılan daha fazla bitki keşfedilebilir.
D. gelecekteki organizmalar için gen havuzunda bir artış olabilir.",organizmaların nesli tükenebilir.,A
"""Kış karışımı"" için yapılan bir tahmin, havadaki buharın hem yağmur hem de kar oluşturacağını gösterir. Aşağıdakilerden hangisi bu olayın gösterdiği doğru bir ilkedir?
Şıklar:
A. Dünya'nın atmosferinde çok az su vardır.
B. Dünya üzerindeki suyun çoğu buhar halinde bulunur.
C. Su, Dünya üzerinde her üç halde de bulunmaktadır.
D. Yeryüzündeki su zamanla katı hale gelme eğilimindedir.","Su, Dünya üzerinde her üç halde de bulunmaktadır.",C
"İnsan faaliyetleri doğal çevreyi birçok yönden etkilemektedir. Hangi eylem doğal çevre üzerinde olumlu bir etkiye sahip olur?
Şıklar:
A. evleri ısıtmak için doğal gaz kullanımı
B. elektrik üretmek için barajlar inşa etmek
C. yeni evler inşa etmek için ağaçların kesilmesi
D. ağaçların kesilmesini azaltmak için kağıtların geri dönüştürülmesi",ağaçların kesilmesini azaltmak için kağıtların geri dönüştürülmesi,D
