question,true_answer,predicted_answer,is_correct
"[başlık] Düz siğiller nasıl giderilir [başlık] Reçetesiz veya reçeteli siğil tedavilerini kullanın. [adım] Bu reçetesiz satılan ilaçlar arasında salisilik asit merhemleri, glikolik asit ve tretinoin merhemleri bulunur. Bu ilaçlar siğilleri soyup boyutlarını küçültmeye çalışır.
Şıklar:
A. [alt adımlar] Bu merhemlerin etkili olabilmesi için her sabah uygulanması gerekir. Ancak bu ilaçları kullanmadan önce doktorunuzla konuşun, çünkü doktorunuzun daha etkili reçeteli bir ilacı olabilir.
B. [başlık] Siğilleri salisilik asit kullanarak kimyasal peelingle çıkarın. [adım] Bu, siğilin giderilmesinde oldukça etkilidir, ancak ciddi batma ve yara izine neden olabilir.
C. [alt adımlar] Bu ilaçlar siğildeki tohuma dayanmaktadır ve yüzyıllardır etkili olduğu bilinmektedir. Siğillerin bazı çeşitleri hap şeklinde tedavi edilirken bazıları ameliyatla giderilebilir.
D. Genellikle düz lekelerin çıkarılmasında etkili değildirler. [alt adımlar] Bu tedavilerin sizin için güvenli olup olmadığını kontrol etmek için bu tedavilerin üzerindeki etiketleri okuyun.","[alt adımlar] Bu merhemlerin etkili olabilmesi için her sabah uygulanması gerekir. Ancak bu ilaçları kullanmadan önce doktorunuzla konuşun, çünkü doktorunuzun daha etkili reçeteli bir ilacı olabilir.","A. [alt adımlar] Bu merhemlerin etkili olabilmesi için her sabah uygulanması gerekir. Ancak bu ilaçları kullanmadan önce doktorunuzla konuşun, çünkü doktorunuzun daha etkili reçeteli bir ilacı olabilir.",False
"[başlık] Mortgage müşterisi nasıl edinilir [başlık] Rakip olmayan bir işletme seçin. [adım] Ortak pazarlama, sizinle aynı sektörde veya tamamlayıcı bir sektörde olabilecek işletmelerle ağ kurmanıza olanak tanıyan etkili bir araçtır. Şu anda iş ilişkisi içinde olduğunuz veya gelecekte çalışmak istediğiniz profesyonellerin bir listesini yapın.
Şıklar:
A. Onlar sizin bağlantılarınız olabilir ve işinizi en iyi şekilde geliştirmenize yardımcı olabilecek geri bildirimler verebilirler. [substeps] Borç verenler için reklam vermeye ve müşterileri belirlemeye başlamadan önce, müşterilerinize doğrudan mı yoksa dolaylı olarak mı yardım etmek istediğinize karar vermeniz gerekir.
B. [alt adımlar] Örneğin, satışla ilgili işlevlerde çalışmaktan keyif almış olabilirsiniz. Sizin için de durum böyleyse Microsoft Excel gibi kullanıma hazır ortak pazarlama ajanslarına bakmayı düşünün.
C. Bu emlakçılar, bankacılar ve hatta tapu şirketleri olabilir. Yaklaştığınız şirketle ortak bir zemine sahip olmanız gerekirken, herhangi bir çıkar çatışması olmadığından da emin olmalısınız.
D. [alt adımlar] Sizin için pazarlanabilir bir işletme bulun ve onlarla oturup sizin için yaptıkları işin ayrıntılı bir incelemesini yapın. Satır aralarını baştan sona okuyun.","Bu emlakçılar, bankacılar ve hatta tapu şirketleri olabilir. Yaklaştığınız şirketle ortak bir zemine sahip olmanız gerekirken, herhangi bir çıkar çatışması olmadığından da emin olmalısınız.","C. Bu emlakçılar, bankacılar ve hatta tapu şirketleri olabilir. Yaklaştığınız şirketle ortak bir zemine sahip olmanız gerekirken, herhangi bir çıkar çatışması olmadığından da emin olmalısınız.",False
"Birkaç fotoğrafta, videonun başında sigara içen iki kadın görülüyor. kadın
Şıklar:
A. birbirinizle konuşurken ve sigaranın uçlarını yakarken sigaraları tutun.
B. üstsüz ve saçlarını geriye atarken görülüyor.
C. Daha sonra diğerleri yan tarafta izlerken dans hareketleri sergileyen bir sahada yürürken görülüyor.
D. Toplum içinde birbirleriyle aptalca davranarak sigara içmeye devam ediyorlar ve arka planda dans ediyorlar.",birbirinizle konuşurken ve sigaranın uçlarını yakarken sigaraları tutun.,A. birbirinizle konuşurken ve sigaranın uçlarını yakarken sigaraları tutun.,False
"[header] Kek tavasında basamak taşları nasıl yapılır [title] Tabakları ve camı parçalara ayırın. [adım] Mozaik kesiciyi kullanmadan önce güvenlik donanımını takın. [alt adımlar] Seramik plakaları eski bir havlu veya yastık kılıfının içine yerleştirin.
Şıklar:
A. Üzerlerine ıslatma suyunu dökmek için bir kova kullanın. Cam parçasını bir kovaya yerleştirmeden önce kumaşı veya yastık kılıfını plastik ambalajla örtün.
B. Doğrama tahtaları veya plastik kovalar kullanabilirsiniz. Karıştırma ve dekoratif yüzeyler oluşturmak için çok çeşitli panç kaseleri, bardaklar ve mutfak eşyaları kullandığınızdan emin olun.
C. İstediğiniz parça boyutlarını elde edene kadar plakalara çekiçle birkaç kez vurun. Plaka parçalarını çıkarın ve basamak taşlarınıza entegre olacak kadar yeterli olana kadar tekrarlayın.
D. Peçetenin içini ılık suyla ıslatın. Her dilimin içine iki veya üç parça taş yerleştirin.",İstediğiniz parça boyutlarını elde edene kadar plakalara çekiçle birkaç kez vurun. Plaka parçalarını çıkarın ve basamak taşlarınıza entegre olacak kadar yeterli olana kadar tekrarlayın.,C. İstediğiniz parça boyutlarını elde edene kadar plakalara çekiçle birkaç kez vurun. Plaka parçalarını çıkarın ve basamak taşlarınıza entegre olacak kadar yeterli olana kadar tekrarlayın.,False
"[header] Uber'de teslim alma konumunuzu nasıl değiştirirsiniz? [title] Araç talebinde bulunun. [adım] Bunu okuduğunuz zamana kadar henüz yapmadıysanız, araç istemek bunu değiştirmenin ilk adımıdır. [title] Ekranda orijinal teslim alma konumunuzun yanındaki düzenle düğmesini seçin.
Şıklar:
A. [başlık] İletişim kutusunda konumu arayın. [adım] Alternatif olarak, başlangıçta varsayılan teslim alma konumunuz olarak ""geçerli konum""u kullandıysanız, raptiyeyi etkin daire içindeki bir konuma sürükleyebilirsiniz.
B. [title] Orijinal imzanızı ekranda görüntülenen düzenleme alanından kaldırın. [adım] Birincil teslim alma konumunuzun farkında değilseniz, çoğu kişi size farklı bir teslim alma konumu bildirecektir.
C. [title] Sürücünüze uber veya uber hizmetini kullanma arasında seçim yapma şansı verin. [adım] Uber'i kamyon taşımacılığı, pikap veya karavan için kullanmayı seçin, ancak uber'i benzer amaçlar için de kullanabilirsiniz.
D. [title] Yanındaki simgeye tıklayarak ""yukarı teslim alma konumu"" seçeneğini seçin. [title] Ücretsiz sürüm menüsünde ""bekle""yi seçin.","[başlık] İletişim kutusunda konumu arayın. [adım] Alternatif olarak, başlangıçta varsayılan teslim alma konumunuz olarak ""geçerli konum""u kullandıysanız, raptiyeyi etkin daire içindeki bir konuma sürükleyebilirsiniz.","A. [başlık] İletişim kutusunda konumu arayın. [adım] Alternatif olarak, başlangıçta varsayılan teslim alma konumunuz olarak ""geçerli konum""u kullandıysanız, raptiyeyi etkin daire içindeki bir konuma sürükleyebilirsiniz.",False
"Sunum yapan kişi kıyılmış sarımsak, doğranmış soğan ve doğranmış kırmızı dolmalık biberin yanı sıra doğranmış maydanoz ve bir çay kaşığı kimyon gösterir. Ayrıca zeytinyağı, kırmızı şarap sirkesi ve tuz gibi sos malzemelerini de gösteriyor. sonra o
Şıklar:
A. malzemeleri bir salatada karıştırır.
B. malzemeleri makarna, kırmızı erik sosu ve dilimlenmiş maydanozla birlikte büyük bir tencereye döküyor.
C. geniş bir kase alır ve tüm malzemeleri birbirine karıştırmaya başlar.
D. bir peyniri kesip maydanoz ve domatesle birlikte dilimliyor.",geniş bir kase alır ve tüm malzemeleri birbirine karıştırmaya başlar.,C. geniş bir kase alır ve tüm malzemeleri birbirine karıştırmaya başlar.,False
"[başlık] Araştırma doğurganlık klinikleri nasıl bulunur ve neler beklenebilir? [başlık] Klinik tarafından kullanılan tedavi prosedürleri ve orada çalışan doktorlar hakkında bilgi toplayın. [adım] Uygulayıcının niteliklerinin yanı sıra kliniğin idari ayrıntılarını da araştırın. Bu bilgi doğurganlık kliniğinin web sitesinde kolayca bulunabilir.
Şıklar:
A. Daha uzmanlaşmış kliniklere de bakabilirsiniz. En son araştırma yöntemlerini öğrenin ve kliniğiniz için bir tane varsa, kliniğin başladığı son tarihi ve diğer ilgili bilgileri not edin.
B. [title] Daha fazlasını öğrenmek için doğurganlık kliniğinin web sitesini ziyaret edin. [adım] Genellikle web sitesinde bir temsilciyi arayabileceğiniz ve onunla konuşabileceğiniz bir numara listelenir.
C. [alt adımlar] Posta kodunuzu girerek kliniğin web sitesini ziyaret edin. Posta kodunuzdaki veya altındaki kliniğin web sitesini ziyaret edin.
D. Klinik için internette çok sayıda araştırma makalesi var. [alt adımlar] Reçeteli ilaçlar: Bu ilaçlar insanların hayvanlardan daha fazla gen alma ve üretim sürecini kontrol etme olasılığını artırır.",[title] Daha fazlasını öğrenmek için doğurganlık kliniğinin web sitesini ziyaret edin. [adım] Genellikle web sitesinde bir temsilciyi arayabileceğiniz ve onunla konuşabileceğiniz bir numara listelenir.,"A. Daha uzmanlaşmış kliniklere de bakabilirsiniz. En son araştırma yöntemlerini öğrenin ve kliniğiniz için bir tane varsa, kliniğin başladığı son tarihi ve diğer ilgili bilgileri not edin.",False
"[header] Partnerinizin sosyopat olup olmadığını nasıl anlayabilirsiniz? [title] Partnerinizin dürüstlüğü üzerine düşünün. [adım] Yalan söylemek bir sosyopata doğal olarak gelir. Sosyopatlar, çoğu insanın yapacağı gibi yalan söylemekten dolayı suçluluk duymak yerine, herhangi bir pişmanlık duymadan aşırı yalanlar söyleyebilirler.
Şıklar:
A. Basitçe yalan söyleyerek veya küçük şeyleri saklayarak suçluluk duygusu göstermeye çalışacaklar. Bunu yakalamak partnerinize ihanet etmekten daha zor olacaktır ancak imkansız değildir.
B. Özellikle endişe verici bazı özellikler şunlardır: [alt adımlar] Şeffaflık. Bir sosyopat herkesin yalanını ikna edici gösterebilir.
C. Öte yandan, alışkanlık halindeki sahtekârlık ilişkinizi tehlikeye atabilir. Sosyopatların nadiren başkalarına yalan söylemek gibi şeyler yaptığını bilin.
D. Bir sosyopat, işi, medeni durumu ve geçmişi dahil olmak üzere her şey hakkında yalan söyleyebilir. [alt adımlar] Sosyopatlar birçok nedenden dolayı yalan söyler.","Bir sosyopat, işi, medeni durumu ve geçmişi dahil olmak üzere her şey hakkında yalan söyleyebilir. [alt adımlar] Sosyopatlar birçok nedenden dolayı yalan söyler.","B. Öte yandan, alışkanlık halindeki sahtekârlık ilişkinizi tehlikeye atabilir. Sosyopatların nadiren başkalarına yalan söylemek gibi şeyler yaptığını bilin.",False
"Bir bayan içecekleri ve bunların karıştırılmasını açıklıyor, buzlu bir bardak alıyor ve doğru ölçümü elde etmek için bir shot bardağı kullanarak içine biraz likör ekliyor. Bayan
Şıklar:
A. daha sonra kaldırarak uçların üzerine dökülür.
B. Çeşitli malzemeleri bir kova ile bara bağlar ve bayan, donmuş içeceği buzlu içeceğe eklemeden önce üç likör, iki limon dilimi, soda, hanımın karıştırdığı limon kabuğu rendesi ve bir dilim limon ekler.
C. Bir çöp kutusunun üzerindeki şişe kutusunu gösterirken bir miktar alkol ve bir miktar alkolsüz ve karışık içecekler ekliyor.
D. daha sonra bardağa döktüğü ilk içkiye başka bir içki çeşidi karıştırır.",daha sonra bardağa döktüğü ilk içkiye başka bir içki çeşidi karıştırır.,"B. Çeşitli malzemeleri bir kova ile bara bağlar ve bayan, donmuş içeceği buzlu içeceğe eklemeden önce üç likör, iki limon dilimi, soda, hanımın karıştırdığı limon kabuğu rendesi ve bir dilim limon ekler.",False
"[başlık] İşyerinde sınırlar nasıl belirlenir [başlık] Çalışma saatlerinizi ve zaman sınırlarınızı iletin. [adım] Patronunuza ve meslektaşlarınıza normal çalışma saatleriniz hakkında bilgi verin ve bu saatlere sadık kalarak bu saatleri güçlendirin. Ayrıca, bir projenin tamamlanmasının ne kadar sürebileceği konusunda dürüst olun.
Şıklar:
A. O gün veya hafta bir kenara bıraktığınız tüm görevleri ekleyin, böylece patronunuz her bir aktivitenin tam olarak ne kadar sürdüğünü bilir. Ayrıca, zamanınızın büyük bir kısmını alabilecek önemli görev türleri hakkında da (matematik veya bilim, moda, çöp imhası üzerinde çalışmak vb.)
B. Başkalarının üzerinde elinizden gelenin en iyisini yapacağınıza dair bir söz olarak, patronunuzun yaptığı işe bağlı kaldığınızdan emin olun. [title] Patronunuzun kabul edeceğini bildiğiniz sınırları seçin.
C. Bir görevi, yapabileceğinizden daha erken bitireceğinize söz vermeyin. Ayrıca patronunuza evdeki bazı genel sorumluluklarınızdan bahsetmek de yardımcı olabilir, böylece çalışma saatleri dışında yerine getirmeniz gereken başka sorumluluklarınız olduğu konusunda bir anlayış oluşur.
D. [alt adımlar] İşyerinde sorumluluklarınızın çoğunun üretkenliğinize bağlı olduğunu unutmayın. Zamanı yönetme konusunda baskı altındaysanız kendinizi onun yerine koyun.","Bir görevi, yapabileceğinizden daha erken bitireceğinize söz vermeyin. Ayrıca patronunuza evdeki bazı genel sorumluluklarınızdan bahsetmek de yardımcı olabilir, böylece çalışma saatleri dışında yerine getirmeniz gereken başka sorumluluklarınız olduğu konusunda bir anlayış oluşur.","C. Bir görevi, yapabileceğinizden daha erken bitireceğinize söz vermeyin. Ayrıca patronunuza evdeki bazı genel sorumluluklarınızdan bahsetmek de yardımcı olabilir, böylece çalışma saatleri dışında yerine getirmeniz gereken başka sorumluluklarınız olduğu konusunda bir anlayış oluşur.",False
"Bir helikopter dağ manzarasının üzerinde uçuyor. Birkaç kişi akıntıya karşı kano taşıyor. Onlar
Şıklar:
A. dalgalı sularda kanolarla gezinin.
B. Hızlarını artırın ve bir kişi kürek çekerek içinden geçsin.
C. bir tekneye binin ve derin sularda yüzün.
D. dik yamaçlarda yürüyün.",dalgalı sularda kanolarla gezinin.,A. dalgalı sularda kanolarla gezinin.,False
"[başlık] Yakıt enjektörleri nasıl test edilir [başlık] Uygun güvenlik donanımını takın. [adım] Herhangi bir otomotiv projesine başlamadan önce kendinizi yaralanmalardan korumak için adımlar atmanız gerekir. Güvenlik gözlükleri veya gözlükler gibi göz koruması, çalışırken döküntülerin gözlerinize düşmesini veya sıçramasını önleyecektir.
Şıklar:
A. Rahatça oturan ve görüşünüzü etkilemeyen göz korumasını seçin. Eldivenler, bu görev için gereken güvenlik donanımına isteğe bağlı bir eklentidir.
B. Çalışırken ve güvenlik donanımına ek olarak güvenlik kıyafetleri de giymek isteyeceksiniz. [alt adımlar] En az üç çift koruyucu gözlük, bir yüz maskesi ve koruyucu gözlük takmak isteyeceksiniz.
C. Çalışırken bir çalışma kemeri, çalışma eldiveni ve koruyucu gözlük takın, böylece güvenlik için bir yardımcınız olur. Siz çalışırken sizi dengede tutabilmeli ve yakıt enjektörlerini test ederken başınızı da koruyabilmelidir.
D. Göz koruması takmak aynı zamanda herhangi bir kimyasalın toz veya kir patlamasıyla dağılması yerine sizi şok etmesine de olanak tanır. Dizel motorlu araçlarda test yapmayı planlıyorsanız muhtemelen gözlük, eldiven ve maske takmanız gerekecektir.","Rahatça oturan ve görüşünüzü etkilemeyen göz korumasını seçin. Eldivenler, bu görev için gereken güvenlik donanımına isteğe bağlı bir eklentidir.","C. Çalışırken bir çalışma kemeri, çalışma eldiveni ve koruyucu gözlük takın, böylece güvenlik için bir yardımcınız olur. Siz çalışırken sizi dengede tutabilmeli ve yakıt enjektörlerini test ederken başınızı da koruyabilmelidir.",False
"[header] Kediniz için kalp kurdu önleyiciyi nasıl seçersiniz [title] Kedinize kalp kurdu testi yaptırın. [adım] Kalp kurdu önleyici bir ilaç aramaya başlamadan önce bile, kedinizi veteriner muayenehanesine götürmeli ve hayvana kalp kurdu testi yaptırmalısınız. Kedinize koruyucu ilaç vermeye başlamak, ancak zaten kalp kurdu olduğunu öğrenmek büyük bir talihsizlik olur.
Şıklar:
A. [alt adımlar] Test sonuçları pozitif çıkarsa kalp kurdunun nasıl tedavi edileceği konusunda veterinerinizle konuşabilirsiniz. [başlık] Kalp kurdunu önleyici ilaçlar hakkında veterinerinizle konuşun.
B. Veterinerin kedinizin reçetesine yazdığı bilgileri her zaman kontrol ettiğinizden emin olun. [alt adımlar] Veterinerinizden kedinizi kalp kurdu önleyici ilaç açısından test etmesini isteyin.
C. [alt adımlar] Kalp kurdu önleyici ilaçlar evcil hayvan malzemeleri satan mağazalarda mevcuttur. Tavsiye için genellikle veterinerinizle ikinci bir randevu ayarlamanız veya yerel zehir kontrol merkezinizi aramanız gerekecektir.
D. Mevcut bir kalp kurdu olmadığından emin olmak için uygun, güvenli bir kalp kurdu önleyici markası aramanız gerekir. Saygın bir marka, veterinerin ofis dolabında görünen markadır.",[alt adımlar] Test sonuçları pozitif çıkarsa kalp kurdunun nasıl tedavi edileceği konusunda veterinerinizle konuşabilirsiniz. [başlık] Kalp kurdunu önleyici ilaçlar hakkında veterinerinizle konuşun.,B. Veterinerin kedinizin reçetesine yazdığı bilgileri her zaman kontrol ettiğinizden emin olun. [alt adımlar] Veterinerinizden kedinizi kalp kurdu önleyici ilaç açısından test etmesini isteyin.,False
